pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
7986,A man in a elegant dress is being surrounded by photographers,The man surrounded by photographers is wearing a gray suit and glasses,3.3,NEUTRAL
7987,The man surrounded by photographers is wearing a gray suit and glasses,A man in a suit is not being surrounded by photographers,3.6,CONTRADICTION
7989,The man surrounded by men with a camera is wearing a gray suit and glasses,A man in a suit is being surrounded by photographers,4,ENTAILMENT
7990,The woman surrounded by photographers is wearing a gray suit and glasses,A man in a suit is being surrounded by photographers,2.565,NEUTRAL
7993,Children in swimming suits are not playing in the water,Children in swimming suits are playing in the water,4.2,CONTRADICTION
7995,The kids are wearing bathing suits and water is splashing around,The kids are not wearing suits and water is splashing around,4.4,CONTRADICTION
7996,Children in swimming suits are playing in the water,The boys are wearing bathing suits and water is splashing around,4,NEUTRAL
7998,Children in swimming suits are playing in the pool,The kids are wearing bathing suits and water is splashing around,4,NEUTRAL
7999,Children in swimming suits are not playing in the water,The kids are wearing bathing suits and water is splashing around,3.1,NEUTRAL
8002,People are dangling from straps and kicking at each other,Nobody is dangling from straps and kicking at each other,3.785,CONTRADICTION
8005,A girl is hanging by gymnastic ropes,People are dangling from straps and kicking at each other,2,NEUTRAL
8006,A blonde man is hanging by gymnastic ropes,People are dangling from straps and kicking at each other,2.1,NEUTRAL
8010,A man dressed in black and white is holding up the tennis racket and is waiting for the ball,A player dressed in black and white is holding up the tennis racket and is waiting for the ball,4.4,ENTAILMENT
8012,A tennis player in mid game is holding a racquet,A racquet is being held by a tennis player in mid game,4.8,ENTAILMENT
8014,A man dressed in black and white is holding up the tennis racket and is waiting for the ball,A racquet is being held by a tennis player in mid game,3.8,NEUTRAL
8018,A man dressed in black and white is holding up the tennis racket and is waiting for the ball,A tennis player in mid game is holding a racquet,4,NEUTRAL
8021,A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn,4.7,ENTAILMENT
8024,A dog is playing on the green grass,A brown and white cat is playing on the grass,3.3,NEUTRAL
8025,A brown and white dog is playing on the grass,A dog is playing in the green field,3.6,NEUTRAL
8028,A tan skinned kid is looking at the camera,A tan skinned child is looking at the camera,4.8,ENTAILMENT
8029,There is no tan skinned child looking at the camera,A tan skinned child is looking at the camera,3.7,CONTRADICTION
8031,A little boy with a bib is not watching the camera,A little boy with a bib is watching the camera,3.8,CONTRADICTION
8032,A young boy with a bib is watching the camera,A tan skinned child is looking at the camera,4.1,NEUTRAL
8037,A young boy in the blue shirt is jumping into the water,The young boy in the blue shirt is jumping into the water,4.9,ENTAILMENT
8038,The young boy in the blue shirt is not jumping into the water,The young boy in the blue shirt is jumping into the water,3.9,CONTRADICTION
8039,A young boy is diving into a still lake,A young boy is jumping into a still lake,5,ENTAILMENT
8040,A young girl is jumping into a still lake,A young boy is jumping into a still lake,3.5,NEUTRAL
8041,The young boy in the blue shirt is jumping into the water,A young boy is diving into a still lake,4,NEUTRAL
8044,A young boy is jumping into a still lake,The young boy in the blue shirt is not jumping into the water,3.3,NEUTRAL
8047,Two people are carrying colorful baskets and blankets and walking near a building,Two people are carrying gray baskets and blankets and walking near a building,3.5,NEUTRAL
8049,Two people are sitting with laden baskets and blankets,Two people are walking with laden baskets and blankets,4.2,NEUTRAL
8050,Two people are carrying colorful baskets and blankets and walking near a building,Two people are walking with laden baskets and colorful blankets,4.3,NEUTRAL
8055,A young girl is sitting in a swimsuit,A young girl is sitting in swimming gear,4.5,ENTAILMENT
8058,"A young boy is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swim goggles on her head","A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head",3.9,NEUTRAL
8059,"A little girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on the head",A young girl is sitting in swimming gear,4.185,NEUTRAL
8060,"A young boy is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swim goggles on her head",A young girl is sitting in swimming gear,2.9,NEUTRAL
8064,A dog is running on a snowy road,A dog is running on a snowy path,4.5,ENTAILMENT
8065,A dog is running on a muddy path,A dog is running on a snowy path,3.5,NEUTRAL
8067,A brown dog is running through a snowy trail,A white dog is running through a snowy trail,3.4,NEUTRAL
8068,A brown dog is running through a snowy path,A dog is running on a snowy path,4.5,ENTAILMENT
8069,A white dog is running through a snowy trail,A dog is running on a snowy path,4.3,ENTAILMENT
8071,A dog is running on a muddy path,A brown dog is running through a snowy trail,3.4,NEUTRAL
8072,A brown dog is running through a snowy trail,A dog is running on a snowy path,4,ENTAILMENT
8073,Two boys in white outfits and red protective gear are sparring on a mat,Two children in white outfits and red protective gear are sparring on a mat,4.3,ENTAILMENT
8076,Two boys are doing martial arts on a green mat,Two boys are doing martial arts on a blue mat,3.9,NEUTRAL
8077,Two kids are doing martial arts on a blue mat,Two children in white outfits and red protective gear are sparring on a mat,3.8,NEUTRAL
8079,Two boys are doing martial arts on a blue mat,Two boys in white outfits and red protective gear are sparring on a mat,3.4,NEUTRAL
8084,A black and white dog is playing with a broken volleyball,A black and white dog is playing with a broken ball,4.5,ENTAILMENT
8089,A black and white dog is playing with a frisbee in a brown field,A black and white dog is playing with a broken volleyball,3.6,NEUTRAL
8090,A black and white dog is playing with a tattered volleyball in a brown field,A black and white dog is playing with a broken volleyball,4.3,ENTAILMENT
8091,A young boy in a helmet is riding a bike on the road,A bike is ridden on the road by a young boy in a helmet ,4.9,ENTAILMENT
8092,A young boy in a helmet is riding a bike on the lawn,A young boy in a helmet is riding a bike on the road,3.5,NEUTRAL
8093,The little boy is riding a bicycle in a race,A bicycle is being ridden by the little boy in a race,4.8,ENTAILMENT
8094,The little boy is riding a bicycle in a race,The little girl is riding a bicycle in a race,3.6,NEUTRAL
8095,A bicycle is being ridden by the little boy in a race,A young boy in a helmet is riding a bike on the road,3.6,NEUTRAL
8096,A young boy in a helmet is riding a bike on the road,The little girl is riding a bicycle in a race,3,NEUTRAL
8104,A woman is being smeared with brown substance and a blurry crowd is in the background,A topless woman is being covered in mud,3.4,NEUTRAL
8105,A topless woman is being smeared with brown substance and a nobody is in the background,A topless woman is being covered in mud,4,NEUTRAL
8108,A topless woman is being covered in mud,A topless woman is being smeared with a brown substance and a blurry crowd is in the background,3.8,NEUTRAL
8109,Two boys and a man are playing games at an arcade,Two kids and a man are playing games at an arcade,4.6,ENTAILMENT
8110,Two kids and a man are playing games at an arcade,Two kids and a woman are playing games at an arcade,3.7,NEUTRAL
8112,A family is not purchasing something at a vending machine,A family is purchasing something at the vending machine,3.8,CONTRADICTION
8119,A female cheerleader is jumping on the knee of a male cheerleader,A female cheerleader is sitting on the knee of a male cheerleader,3.58,NEUTRAL
8120,Some cheerleaders are taking a break,Some cheerleaders are relaxing,4.45,ENTAILMENT
8121,Some cheerleaders are taking a break,Some cheerleaders are dancing,3.8,NEUTRAL
8124,Some cheerleaders are taking a break,A female cheerleader is sitting on the knee of a man,2.9,NEUTRAL
8126,A female cheerleader is sitting on the knee of a male cheerleader,Some cheerleaders are taking a break,3.5,NEUTRAL
8127,A group of people is holding drinks and pointing at the camera,Drinks are being held by people pointing at the camera,4.8,ENTAILMENT
8129,Several young people are posing for a photo and holding beers,Several young people are posing for a photo and holding drinks,4.5,ENTAILMENT
8130,Several young people are posing for a photo and holding beers,Several old people are posing for a photo and holding beers,3.265,NEUTRAL
8134,Several young people are posing for a photo and holding beers,A group of people is holding food and pointing at the camera,3.3,NEUTRAL
8136,A girl with red hair and red eyebrows is talking,A girl with red hair and red eyebrows is in midspeech,4.6,ENTAILMENT
8143,A girl with red hair and red eyebrows is in midspeech,"The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back",3.4,NEUTRAL
8145,A woman in blue has a yellow ball in the mitt,A woman in blue has a yellow ball in the hand,3.8,NEUTRAL
8147,The girl in blue is chasing the base runner with a number on the jersey,The girl in blue is chasing the player with a number on the jersey,4.4,ENTAILMENT
8152,The girl in blue is chasing the base runner with a number on the jersey,A man in blue has a yellow ball in the mitt,2.7,NEUTRAL
8155,The young man is not rock climbing,The young man is rock climbing,4.2,CONTRADICTION
8156,A man in a purple hat is climbing a rocky wall with bare hands,A rocky wall is climbed by a man in a purple hat with bare hands,4.9,ENTAILMENT
